v_cmd,w_cmd,v_ref
0.19997134804725647,0.2969125807285309,0.04999994859099388
0.19998304545879364,0.2510078549385071,0.04999994859099388
0.19998382031917572,0.2210203856229782,0.04999994859099388
0.19998803734779358,0.10690298676490784,0.04999994859099388
0.19997304677963257,-0.012314439751207829,0.04999994859099388
0.1999076008796692,-0.10299761593341827,0.04999994859099388
0.1997504085302353,-0.15970371663570404,0.04999994859099388
0.19978705048561096,-0.19383692741394043,0.04999994859099388
0.1987430304288864,-0.22338394820690155,0.04999994859099388
0.1971019208431244,-0.24423901736736298,0.04999994859099388
0.19335335493087769,-0.25842714309692383,0.04999994859099388
0.020578520372509956,-0.27751433849334717,0.04999994859099388
8.515920853824355e-06,-0.274701327085495,0.04999994859099388
6.717446012771688e-06,-0.26557186245918274,0.04999994859099388
6.204353667271789e-06,-0.25317925214767456,0.04999994859099388
5.428432814369444e-06,-0.23635254800319672,0.04999994859099388
5.404277544585057e-06,-0.2229972779750824,0.04999994859099388
5.585982307820814e-06,-0.21320386230945587,0.04999994859099388
5.696944299415918e-06,-0.20526538789272308,0.04999994859099388
5.963129751762608e-06,-0.19630444049835205,0.04999994859099388
6.295909315667814e-06,-0.1871008276939392,0.04999994859099388
6.698086053802399e-06,-0.17096439003944397,0.04999994859099388
7.2083735176420305e-06,-0.14831796288490295,0.04999994859099388
7.726376679784153e-06,-0.127330020070076,0.04999994859099388
8.316003004438244e-06,-0.10785321146249771,0.04999994859099388
9.02894407772692e-06,-0.08758265525102615,0.04999994859099388
9.92076274997089e-06,-0.06598348915576935,0.04999994859099388
1.1373846064088866e-05,-0.0489187128841877,0.04999994859099388
1.2718183825199958e-05,-0.03652668744325638,0.04999994859099388
1.4949577234801836e-05,-0.02179940789937973,0.04999994859099388
1.7600281353225e-05,-0.009099137969315052,0.04999994859099388
2.093008515657857e-05,0.0009418439003638923,0.04999994859099388
2.6355393856647424e-05,0.00825465377420187,0.04999994859099388
2.709170621528756e-05,0.014247436076402664,0.04999994859099388
5.24115348525811e-05,0.020189130678772926,0.05561093986034393
9.797209349926561e-05,0.024706998839974403,0.08867289125919342
0.00019511819118633866,0.02847040444612503,0.10630816221237183
0.00708742393180728,0.04357606917619705,0.10832816362380981
0.036733727902173996,0.07173208892345428,0.10818960517644882
0.07041466981172562,0.09487435221672058,0.10177259147167206
0.10202246159315109,0.10887845605611801,0.09150201082229614
0.1301569938659668,0.11602560430765152,0.07934801280498505
0.1556827872991562,0.12181121855974197,0.06842628866434097
0.17476792633533478,0.13412731885910034,0.05970555543899536
0.17709198594093323,0.14581632614135742,0.05398974195122719
0.17238566279411316,0.14999623596668243,0.05032481625676155
0.15001823008060455,0.14792796969413757,0.05038411170244217
0.1073761060833931,0.14138956367969513,0.054042406380176544
0.06849295645952225,0.13089659810066223,0.061144113540649414
0.02549402415752411,0.12139337509870529,0.065057672560215
0.0008518666145391762,0.11346765607595444,0.07329459488391876
5.915039582760073e-05,0.10934199392795563,0.08214136958122253
6.016429324517958e-05,0.10633331537246704,0.09103260189294815
0.0001106469426304102,0.10728992521762848,0.09928736090660095
0.0002605838526505977,0.11032760888338089,0.11056163907051086
0.0029160273261368275,0.11665873974561691,0.11131158471107483
0.024747343733906746,0.123740553855896,0.12022944539785385
0.049065977334976196,0.13082444667816162,0.12223472446203232
0.0760992243885994,0.13376472890377045,0.12595811486244202
0.10403381288051605,0.13659539818763733,0.12754175066947937
0.1321350336074829,0.13628827035427094,0.1321440190076828
0.16078047454357147,0.1306537389755249,0.1331814080476761
0.18299251794815063,0.11569691449403763,0.13605114817619324
0.1964469850063324,0.10119348019361496,0.13560089468955994
0.1991221308708191,0.08875906467437744,0.135724276304245
0.1989218145608902,0.07283088564872742,0.13517053425312042
0.1932940036058426,0.058437272906303406,0.13725070655345917
0.1803315132856369,0.04407742992043495,0.14141376316547394
0.15605194866657257,0.032573092728853226,0.14514833688735962
0.14289624989032745,0.02444843016564846,0.14583435654640198
0.1354827582836151,0.018818719312548637,0.14850196242332458
0.11645711213350296,0.011494974605739117,0.14711304008960724
0.10087522864341736,0.006658138241618872,0.15528684854507446
0.0946471318602562,0.003957055509090424,0.16063934564590454
0.09370081126689911,-0.0001545172999612987,0.16587768495082855
0.09356401115655899,-0.0013197656953707337,0.161272794008255
0.0988921970129013,-0.002530010649934411,0.17334288358688354
0.10979022830724716,-0.0026069683954119682,0.17369802296161652
0.1251605600118637,-0.0026498795486986637,0.17465122044086456
0.14409178495407104,-0.0016594183398410678,0.1756434440612793
0.16222648322582245,-0.00029579136753454804,0.17565663158893585
0.18040068447589874,0.0023705309722572565,0.17800669372081757
0.1902642399072647,0.004448065534234047,0.17487768828868866
0.19776129722595215,0.007925190962851048,0.17978355288505554
0.19951705634593964,0.0060715205036103725,0.18613964319229126
0.1994289606809616,0.006159432698041201,0.18600240349769592
0.19753031432628632,0.009481807239353657,0.1928555965423584
0.19621294736862183,0.012467506341636181,0.19157233834266663
0.19254256784915924,0.014868573285639286,0.19999979436397552
0.19287090003490448,0.01293819211423397,0.19999979436397552
0.18189308047294617,0.012893200851976871,0.19999979436397552
0.17544598877429962,0.0126784173771739,0.19999979436397552
0.17108291387557983,0.013247049413621426,0.19999979436397552
0.16095401346683502,0.010499780997633934,0.19999979436397552
0.15706270933151245,0.009644715115427971,0.19999979436397552
0.15885382890701294,0.009783762507140636,0.19999979436397552
0.15953432023525238,0.0073872460052371025,0.19999979436397552
0.162265345454216,0.0027911015786230564,0.19999979436397552
0.16504043340682983,-0.0003672316379379481,0.19999979436397552
