x_ref,y_ref
-4.585376757377652,-0.706351070616849
-4.584319608771815,-0.7062477063663533
-4.583263295889546,-0.7061444454801082
-4.582207817477257,-0.7060412878547493
-4.581153172283243,-0.7059382333870157
-4.5800993590576775,-0.7058352819737499
-4.579046376552607,-0.7057324335118973
-4.577994223521951,-0.7056296878985064
-4.576942898721498,-0.7055270450307292
-4.575892400908901,-0.7054245048058196
-4.574842728843679,-0.7053220671211349
-4.573793881287211,-0.7052197318741349
-4.572745857002736,-0.7051174989623821
-4.571698654755344,-0.7050153682835407
-4.570652273311978,-0.7049133397353784
-4.569606711441435,-0.7048114132157643
-4.568561967914354,-0.7047095886226697
-4.567518041503218,-0.7046078658541681
-4.5664749309823565,-0.7045062448084352
-4.565432635127931,-0.704404725383748
-4.56439115271794,-0.7043033074784852
-4.563350482532221,-0.7042019909911279
-4.562310623352436,-0.704100775820258
-4.5612715739620775,-0.703999661864559
-4.56023333314646,-0.7038986490228156
-4.559195899692722,-0.7037977371939139
-4.558159272389822,-0.7036969262768411
-4.557123450028531,-0.7035962161706855
-4.556088431401436,-0.7034956067746361
-4.555054215302938,-0.7033950979879826
-4.5540208005292415,-0.7032946897101158
-4.55298818587836,-0.7031943818405268
-4.5519563701501085,-0.7030941742788075
-4.550925352146105,-0.7029940669246497
-4.549895130669762,-0.7028940596778464
-4.54886570452629,-0.7027941524382897
-4.547837072522689,-0.7026943451059726
-4.546809233467746,-0.7025946375809877
-4.545782186172042,-0.702495029763528
-4.544755929447933,-0.7023955215538855
-4.543730462109564,-0.702296112852453
-4.542705782972857,-0.7021968035597217
-4.541681890855509,-0.702097593576283
-4.540658784576991,-0.7019984828028278
-4.539636462958545,-0.7018994711401463
-4.5386149248231815,-0.7018005584891274
-4.537594168995674,-0.7017017447507594
-4.536574194302563,-0.7016030298261298
-4.535554999572145,-0.7015044136164248
-4.534536583634476,-0.7014058960229297
-4.533518945321365,-0.7013074769470278
-4.53250208346638,-0.7012091562902019
-4.53148599690483,-0.7011109339540329
-4.530470684473776,-0.7010128098402
-4.529456145012022,-0.700914783850481
-4.528442377360113,-0.7008168558867518
-4.527429380360336,-0.7007190258509861
-4.526417152856711,-0.7006212936452563
-4.525405693694995,-0.7005236591717323
-4.524395001722671,-0.7004261223326818
-4.523385075788958,-0.7003286830304702
-4.522375914744799,-0.7002313411675609
-4.521367517442859,-0.7001340966465146
-4.520359882737524,-0.7000369493699892
-4.5193530094849015,-0.6999398992407404
-4.51834689654281,-0.6998429461616207
-4.517341542770784,-0.6997460900355803
-4.51633694703007,-0.6996493307656659
-4.51533310818362,-0.6995526682550215
-4.514330025096091,-0.6994561024068875
-4.5133276966338425,-0.6993596331246019
