v_cmd,w_cmd,v_ref
0.11615213006734848,0.35602453351020813,0.04999994859099388
0.13901042938232422,0.32481351494789124,0.04999994859099388
0.16518349945545197,0.29883241653442383,0.04999994859099388
0.19031314551830292,0.27452772855758667,0.04999994859099388
0.1990247517824173,0.25578585267066956,0.04999994859099388
0.19998008012771606,0.16593945026397705,0.04999994859099388
0.1999800205230713,0.06540598720312119,0.04999994859099388
0.19997017085552216,-0.02751713991165161,0.04999994859099388
0.19996806979179382,-0.08205996453762054,0.04999994859099388
0.19996419548988342,-0.11826083809137344,0.04999994859099388
0.19995951652526855,-0.15227079391479492,0.04999994859099388
0.1999465674161911,-0.1811627894639969,0.04999994859099388
0.199930801987648,-0.20382159948349,0.04999994859099388
0.08302304148674011,-0.25207221508026123,0.04999994859099388
2.4565775675000623e-05,-0.27332282066345215,0.04999994859099388
9.320197932538576e-06,-0.28185948729515076,0.04999994859099388
8.07353626441909e-06,-0.28419432044029236,0.04999994859099388
6.66583491693018e-06,-0.280649334192276,0.04999994859099388
5.6731710174062755e-06,-0.2795804440975189,0.04999994859099388
5.755081019742647e-06,-0.2771662175655365,0.04999994859099388
6.002288500894792e-06,-0.2746102511882782,0.04999994859099388
6.223064247024013e-06,-0.2714513838291168,0.04999994859099388
6.458416464738548e-06,-0.2677605152130127,0.04999994859099388
6.7439204940455966e-06,-0.2586347460746765,0.04999994859099388
7.07044546288671e-06,-0.24586133658885956,0.04999994859099388
7.4265549301344436e-06,-0.22889317572116852,0.04999994859099388
7.839914360374678e-06,-0.2115570604801178,0.04999994859099388
8.298994544020388e-06,-0.19324250519275665,0.04999994859099388
8.959677870734595e-06,-0.171641543507576,0.04999994859099388
9.549149581289385e-06,-0.15297186374664307,0.04999994859099388
1.1037547665182501e-05,-0.13164843618869781,0.04999994859099388
1.2053075806761626e-05,-0.11343187838792801,0.04999994859099388
1.3472610589815304e-05,-0.09394410252571106,0.04999994859099388
1.4981178537709638e-05,-0.07832089066505432,0.04999994859099388
1.774716110958252e-05,-0.06066987290978432,0.04999994859099388
1.8522210666560568e-05,-0.06727687269449234,0.04999994859099388
2.138759555236902e-05,-0.07415363937616348,0.04999994859099388
2.6091845938935876e-05,-0.07684251666069031,0.051102638244628906
3.475418270681985e-05,-0.07748070359230042,0.08175694197416306
5.067524762125686e-05,-0.07753320783376694,0.09873351454734802
0.00012032387166982517,-0.07598002254962921,0.10841429233551025
0.002694327151402831,-0.06802387535572052,0.10863856226205826
0.01976798288524151,-0.06086312234401703,0.10435827076435089
0.04273355379700661,-0.056208815425634384,0.09545028209686279
0.06989765912294388,-0.055174779146909714,0.08385615795850754
0.09547016024589539,-0.055178407579660416,0.07261746376752853
0.11914371699094772,-0.0500413216650486,0.06285879015922546
0.14195331931114197,-0.033515624701976776,0.05452548339962959
0.1614755243062973,-0.012024697847664356,0.05123718082904816
0.17337192595005035,0.013285341672599316,0.05065358802676201
0.17027020454406738,0.04674511402845383,0.053109318017959595
0.15659406781196594,0.07542891055345535,0.05845099315047264
0.13893498480319977,0.10002291947603226,0.058886680752038956
0.1091005727648735,0.11889172345399857,0.06785917282104492
0.07276296615600586,0.13278572261333466,0.07462035864591599
0.04001213237643242,0.14057454466819763,0.08134601265192032
0.007437382359057665,0.14491316676139832,0.09359174221754074
0.00016269892512355,0.14442269504070282,0.09928736090660095
9.952730033546686e-05,0.1389964371919632,0.10356095433235168
0.00028529949486255646,0.1329648494720459,0.11353206634521484
0.003754551988095045,0.12536770105361938,0.12022944539785385
0.018646595999598503,0.11962822079658508,0.12223472446203232
0.041050154715776443,0.11589274555444717,0.12601901590824127
0.06698355823755264,0.11410733312368393,0.1301446408033371
0.09592542052268982,0.11327753961086273,0.13484083116054535
0.12654097378253937,0.11277259141206741,0.1338857263326645
0.1528032124042511,0.10674822330474854,0.13383466005325317
0.17822234332561493,0.09760475158691406,0.135643869638443
0.19482463598251343,0.08615987002849579,0.13533180952072144
0.19910523295402527,0.0723942369222641,0.13397586345672607
0.19864489138126373,0.05802486091852188,0.13624200224876404
0.19628161191940308,0.04473103582859039,0.13804692029953003
0.1806534081697464,0.029952799901366234,0.1349521279335022
0.16061168909072876,0.018952544778585434,0.14660079777240753
0.1517990380525589,0.012312814593315125,0.14510230720043182
0.1422111541032791,0.00433574803173542,0.15241238474845886
0.1197129637002945,-0.0019244523718953133,0.14988961815834045
0.10640601068735123,-0.00637552747502923,0.1516627073287964
