t,x_r1,y_r1,x_ref1,y_ref1,e_dist1,x_r2,y_r2,x_ref2,y_ref2,e_dist2,x_r3,y_r3,x_ref3,y_ref3,e_dist3,x_r4,y_r4,x_ref4,y_ref4,e_dist4
1.3015918731689453,-4.0175364750236495,-0.7226423532949448,-3.9207356763697523,-0.6683397579001864,0.110991740623522,-4.415686096765827,0.02117345798674132,-4.262028599841055,-0.023910111264028477,0.16013480126935364,-4.06927433384321,0.8599528192411647,-3.941975678567467,0.8820489574556638,0.12920211669708329,-4.441912742268593,1.4981911929594505,-4.185782988049179,1.4544197454613037,0.25984301147535266
1.311513900756836,-4.016197919372368,-0.7228066830793498,-3.920235676887337,-0.6683103634338481,0.11035669820024731,-4.412069146879647,0.02132909680227995,-4.261016660973433,-0.02382514644432626,0.15765709366095973,-4.065649153263198,0.8593426586408545,-3.941443819081755,0.8819279632066463,0.1262420731034372,-4.44083505519597,1.498984080592418,-4.1848854175992445,1.4544263804242805,0.2597991640290032
1.322164535522461,-4.016197919372368,-0.7228066830793498,-3.920235676887337,-0.6683103634338481,0.11035669820024731,-4.412069146879647,0.02132909680227995,-4.261016660973433,-0.02382514644432626,0.15765709366095973,-4.065649153263198,0.8593426586408545,-3.941443819081755,0.8819279632066463,0.1262420731034372,-4.44083505519597,1.498984080592418,-4.1848854175992445,1.4544263804242805,0.2597991640290032
1.3339977264404297,-4.016197919372368,-0.7228066830793498,-3.919735677404821,-0.6682809983619762,0.11080620207959463,-4.408541916426617,0.02148389290633478,-4.2600054900147875,-0.02374026658944378,0.15526845968610764,-4.060216020072405,0.8584994416360693,-3.940912007385947,0.881807089951878,0.12155942543918134,-4.439151937511475,1.5004695414637783,-4.183988443505661,1.4544330087522945,0.2592831869160645
1.3439960479736328,-4.014801016593933,-0.7230496972772689,-3.9192356779222037,-0.668251662655176,0.11016151121823971,-4.408541916426617,0.02148389290633478,-4.258995085813256,-0.023655471614416113,0.15621080876763477,-4.060216020072405,0.8584994416360693,-3.940380243408358,0.8816863375703643,0.12205836928184428,-4.439151937511475,1.5004695414637783,-4.183988443505661,1.4544330087522945,0.2592831869160645
1.351933479309082,-4.014801016593933,-0.7230496972772689,-3.9192356779222037,-0.668251662655176,0.11016151121823971,-4.408541916426617,0.02148389290633478,-4.258995085813256,-0.023655471614416113,0.15621080876763477,-4.060216020072405,0.8584994416360693,-3.940380243408358,0.8816863375703643,0.12205836928184428,-4.439151937511475,1.5004695414637783,-4.183092064873892,1.4544396304519804,0.2601642002331015
1.3622772693634033,-4.014801016593933,-0.7230496972772689,-3.9182356789566697,-0.6681930792193602,0.11105905175963768,-4.408541916426617,0.02148389290633478,-4.256976573082716,-0.023486135964491006,0.15809603663469043,-4.060216020072405,0.8584994416360693,-3.939316858321638,0.881445194943729,0.12305736429362533,-4.439151937511475,1.5004695414637783,-4.182196280810748,1.4544462455299665,0.2610447342489658
1.371959924697876,-4.014801016593933,-0.7230496972772689,-3.9177356794737515,-0.6681638314317027,0.11150846577669309,-4.408541916426617,0.02148389290633478,-4.255968462258609,-0.023401595120088325,0.15903888188781778,-4.05109500183309,0.8570507048075314,-3.9387852370696725,0.8813248044572235,0.11490306860574874,-4.435826252646144,1.5027875352655138,-4.180406492824254,1.45445945584732,0.25995164351802635
1.381504774093628,-4.0101769226074575,-0.7236694946549759,-3.9167356805076055,-0.6681054235705028,0.10871353053159269,-4.397717199073318,0.021855803881823205,-4.2539545259678695,-0.023232766969275287,0.15066746629521105,-4.05109500183309,0.8570507048075314,-3.9377221367922433,0.8810843845352815,0.11589229607193986,-4.435826252646144,1.5027875352655138,-4.178619072427386,1.4544726397572492,0.26170567950286994
1.3914787769317627,-4.008432466575666,-0.7238662948248041,-3.916235681024379,-0.6680762634384942,0.10776258565975233,-4.394107190004815,0.02194896811949899,-4.252948698216453,-0.023148479493867835,0.14818737997955714,-4.047465244007908,0.8566384818176026,-3.93719065762459,0.8809643548591843,0.11292578315534053,-4.43434530717634,1.5037363942397972,-4.17772624785628,1.4544792218259301,0.26130367513780156
1.4015731811523438,-4.008432466575666,-0.7238662948248041,-3.9157356815410522,-0.6680471324666175,0.10820569690234896,-4.394107190004815,0.02194896811949899,-4.252948698216453,-0.023148479493867835,0.14818737997955714,-4.047465244007908,0.8566384818176026,-3.93719065762459,0.8809643548591843,0.11292578315534053,-4.43434530717634,1.5037363942397972,-4.17772624785628,1.4544792218259301,0.26130367513780156
1.4148881435394287,-4.005559744780788,-0.7239943357325754,-3.9157356815410522,-0.6680471324666175,0.10582273805840817,-4.38852955586954,0.02202349965386909,-4.251943629207338,-0.023064276305935827,0.14383540212052823,-4.042046620899432,0.8559427285928889,-3.9366592256763626,0.8808444452127634,0.10828942036284077,-4.432145217915089,1.5050289267962873,-4.176834012522706,1.4544857973125425,0.26026605529135405
1.4216139316558838,-4.005559744780788,-0.7239943357325754,-3.9152356820576246,-0.6680180306257126,0.1062628017710551,-4.38852955586954,0.02202349965386909,-4.250939317802411,-0.022980157321191685,0.14476326451312904,-4.042046620899432,0.8559427285928889,-3.936127840876732,0.8807246554759889,0.10877928047903453,-4.432145217915089,1.5050289267962873,-4.175942365542806,1.4544923662236682,0.26113951351376113
1.4346380233764648,-4.005559744780788,-0.7239943357325754,-3.914735682574097,-0.6679889578866487,0.10670338618520916,-4.38852955586954,0.02202349965386909,-4.249935762865266,-0.02289612245543232,0.14569149566722825,-4.042046620899432,0.8559427285928889,-3.9355965031549762,0.8806049855289511,0.10926964118632823,-4.432145217915089,1.5050289267962873,-4.17505130603405,1.4544989285658827,0.2620125192571146
1.4422249794006348,-4.005559744780788,-0.7239943357325754,-3.914235683090469,-0.6679599142203239,0.10714448486893685,-4.38852955586954,0.02202349965386909,-4.248932963261201,-0.02281217162453869,0.14662007395593502,-4.042046620899432,0.8559427285928889,-3.935065212440477,0.8804854352518603,0.10976049474200704,-4.432145217915089,1.5050289267962873,-4.1741608331152324,1.454505484345755,0.2628850719185337
1.4515290260314941,-4.002665204538685,-0.7239908886101677,-3.9137356836067414,-0.6679308995976654,0.10512460254986403,-4.38303944054371,0.022032351255354344,-4.247930917857218,-0.022728304744475958,0.14233000115246783,-4.036708050454827,0.8552297080670693,-3.934533968662724,0.8803660045250465,0.10522060819859713,-4.429797488235082,1.506176434921474,-4.173270945906467,1.4545120335698474,0.26167742983699727
1.4616332054138184,-4.002665204538685,-0.7239908886101677,-3.9127356846389896,-0.6678729573672018,0.1060025507069522,-4.38303944054371,0.022032351255354344,-4.245929085125991,-0.02256082250112379,0.14417975138156086,-4.036708050454827,0.8552297080670693,-3.9334716216359458,0.8801275012441689,0.10619632922265038,-4.429797488235082,1.506176434921474,-4.171492925106157,1.4545251123769092,0.26341812096708106
1.471733808517456,-4.002665204538685,-0.7239908886101677,-3.912235685154964,-0.6678440297013963,0.10644232119459014,-4.38303944054371,0.022032351255354344,-4.245929085125991,-0.02256082250112379,0.14417975138156086,-4.036708050454827,0.8552297080670693,-3.9334716216359458,0.8801275012441689,0.10619632922265038,-4.429797488235082,1.506176434921474,-4.171492925106157,1.4545251123769092,0.26341812096708106
1.4819939136505127,-4.002665204538685,-0.7239908886101677,-3.912235685154964,-0.6678440297013963,0.10644232119459014,-4.38303944054371,0.022032351255354344,-4.244929295541235,-0.02247720697018446,0.1451051788394795,-4.036708050454827,0.8552297080670693,-3.9329405182464243,0.880008428451363,0.10668498359424763,-4.429797488235082,1.506176434921474,-4.1706047897614305,1.4545316419729704,0.26428779688201126
1.4933786392211914,-4.002665204538685,-0.7239908886101677,-3.9117356856708376,-0.6678151309632567,0.10688261387495485,-4.38303944054371,0.022032351255354344,-4.24393025564153,-0.02239367505477613,0.1460309458226487,-4.036708050454827,0.8552297080670693,-3.932409461512661,0.8798894747313497,0.1071741561537281,-4.429797488235082,1.506176434921474,-4.169717236620395,1.4545381650394356,0.2651570255459384
1.5021891593933105,-3.9983077852984974,-0.7237451705318594,-3.9112356861866115,-0.6677862611238554,0.10350338151907534,-4.3757059682652,0.022038079942808,-4.24393025564153,-0.02239367505477613,0.1390648024830206,-4.029288543832605,0.8542300652059979,-3.932409461512661,0.8798894747313497,0.10021956839033098,-4.426262789648623,1.5077751483601363,-4.169717236620395,1.4545381650394356,0.2620110630711005
1.5135436058044434,-3.9983077852984974,-0.7237451705318594,-3.910735686702286,-0.6677574201542933,0.10393988957510597,-4.3757059682652,0.022038079942808,-4.242931964302348,-0.02231022667128313,0.13998467211757526,-4.029288543832605,0.8542300652059979,-3.931878451364672,0.8797706399650567,0.10070276596814162,-4.426262789648623,1.5077751483601363,-4.168830264809744,1.4545446815828345,0.2628782749453628
1.5219850540161133,-3.9983077852984974,-0.7237451705318594,-3.910735686702286,-0.6677574201542933,0.10393988957510597,-4.366492388613392,0.02183443286601567,-4.241934420400848,-0.022226861736173664,0.13212147867496066,-4.020376619587994,0.8534794788299318,-3.9313474877325794,0.8796519240335297,0.09279646117640548,-4.421778845457366,1.5096765751841583,-4.167943873457483,1.4545511916096898,0.2597518063929749
