x,y
-4.438663743269668,0.9206282485570382
-4.438725331028633,0.9206325481711211
-4.438644994234581,0.9206040349496246
-4.438568768166783,0.9205790604494131
-4.438706303115416,0.9206357169549017
-4.438703629177437,0.9206399841593761
-4.438676039502215,0.9206406648344777
-4.438637878367279,0.9205949862716843
-4.438580216506056,0.9205447404263781
-4.438610027405677,0.9206019864923132
-4.438642356221972,0.9206290969190093
-4.438635672892536,0.9206292500086392
-4.438672197217314,0.9206545767259819
-4.43867530609915,0.9206135171142377
-4.438658974151547,0.9206071758488679
-4.438607152733695,0.9205933899756911
-4.438582654736582,0.920580265608311
-4.438645244665773,0.9206050293520148
-4.438659868962451,0.9206073413308551
-4.438700714727753,0.9206427835294629
-4.438682004877151,0.9206680314295924
-4.438676304528915,0.9206690700877788
-4.438657009154104,0.9206501358181436
-4.438669017878354,0.9206364077189466
-4.438676788898618,0.9206769087138928
-4.4386405634714565,0.9206033529629959
-4.4386533467201135,0.9205930930252295
-4.4386065907339525,0.9205566512962081
-4.438594739648923,0.9205553896995617
-4.438594677164574,0.920563852307683
-4.438605068164988,0.9205734497186654
-4.438637338646631,0.9206463594575003
-4.438534144852742,0.9205889529133723
-4.438601503061188,0.9206277184962737
-4.438655753769522,0.9206514207148278
-4.438662326580709,0.9206422677408198
-4.438691804633494,0.9206521323396989
-4.43865899678779,0.9206151809502139
-4.438758980856343,0.920583561651355
-4.438775331526308,0.92052111902054
-4.438798098014574,0.9205086338383602
-4.438803775720811,0.9205080868384041
-4.438838177987375,0.9204801673680343
-4.438942556327244,0.9204832698018244
-4.438940491088594,0.9204848282885647
-4.439015097556039,0.9205265756193052
-4.43902506832907,0.9205661404253296
-4.439154472307831,0.9206856944074044
-4.439217302832409,0.9206884099134173
-4.439257814597298,0.9206130835573129
-4.439418200789264,0.9207927752329306
-4.43946841245735,0.9208445425523851
-4.440226506184841,0.9212881627247957
-4.440857453104833,0.9216961097663763
-4.441608430435986,0.9223154786645459
-4.442133549053952,0.9226161166986613
-4.442841148797632,0.923043326684591
-4.443211750652133,0.9231736444967319
-4.443624597996557,0.9233916530095689
-4.444108526015012,0.9237469031872428
-4.44456813518325,0.9239985885634706
-4.445050313019521,0.9243107682585707
-4.445407496049869,0.924435321310733
-4.446092491295456,0.9247919302149045
-4.446493206030538,0.9248898871605902
-4.446941874292044,0.9249921531710189
-4.4474703550617285,0.9253141237277956
-4.447932548629787,0.9255508478756256
-4.448460211106091,0.9257768665072722
-4.449017459041263,0.9259880849992197
-4.449457395361269,0.9260590401865557
-4.450134909783498,0.9263259980918577
-4.450668968420718,0.9264956410538996
-4.451157684593231,0.9267161516203186
-4.451628037811221,0.9268715168064343
-4.452077082522896,0.9270246134687173
-4.4525552229583365,0.9272066903576366
-4.453039205129104,0.9273779243918998
-4.453370872886082,0.9276961483957255
-4.453683372330687,0.9277417506417897
-4.4542787108247,0.9279796294356382
-4.454859555753953,0.9281166793483195
-4.455421589276491,0.9282906310876626
-4.4559286671508,0.9283953927072318
-4.456968074422938,0.9284566500110581
-4.458132979720413,0.9287957031257722
