t,wl,wr
1.165816307067871,4.1605024337768555,0.0
1.166874885559082,4.164737224578857,0.0
1.1669249534606934,4.164737224578857,3.830979585647583
1.1673192977905273,4.149641513824463,3.830979585647583
1.1673669815063477,4.149641513824463,3.7849843502044678
1.1677734851837158,4.086730480194092,3.7849843502044678
1.1678225994110107,4.086730480194092,3.7344353199005127
1.168210744857788,0.6474575996398926,3.7344353199005127
1.168257474899292,0.6474575996398926,3.647404193878174
1.1686863899230957,0.23366643488407135,3.647404193878174
1.168731451034546,0.23366643488407135,0.17568321526050568
1.169112205505371,0.22587043046951294,0.17568321526050568
1.1691508293151855,0.22587043046951294,-0.2333258092403412
1.1694793701171875,0.22587043046951294,-0.22560173273086548
1.1846613883972168,0.2153264433145523,-0.22560173273086548
1.184736728668213,0.2153264433145523,-0.21507826447486877
1.296370029449463,0.20100823044776917,-0.21507826447486877
1.2964918613433838,0.20100823044776917,-0.20079109072685242
1.4110887050628662,0.18965578079223633,-0.20079109072685242
1.4112493991851807,0.18965578079223633,-0.18943960964679718
1.5288703441619873,0.18133500218391418,-0.18943960964679718
1.5293560028076172,0.18133500218391418,-0.18111155927181244
1.6421055793762207,0.17458951473236084,-0.18111155927181244
1.642364501953125,0.17458951473236084,-0.17436164617538452
1.7655467987060547,0.16697804629802704,-0.17436164617538452
1.7656688690185547,0.16697804629802704,-0.16673950850963593
1.9021968841552734,0.15916162729263306,-0.16673950850963593
1.903393268585205,0.15916162729263306,-0.15890978276729584
2.022153377532959,0.14545370638370514,-0.15890978276729584
2.0222253799438477,0.14545370638370514,-0.14518576860427856
2.152557134628296,0.12621444463729858,-0.14518576860427856
2.152848958969116,0.12621444463729858,-0.12592610716819763
2.282911539077759,0.10838504880666733,-0.12592610716819763
2.2832093238830566,0.10838504880666733,-0.10807599127292633
2.4141440391540527,0.09184154868125916,-0.10807599127292633
2.414236545562744,0.09184154868125916,-0.0915089100599289
2.5399115085601807,0.07462583482265472,-0.0915089100599289
2.540022850036621,0.07462583482265472,-0.07426467537879944
2.668583869934082,0.056284379214048386,-0.07426467537879944
2.6687190532684326,0.056284379214048386,-0.05588754639029503
2.808551788330078,0.04180838540196419,-0.05588754639029503
2.8086352348327637,0.04180838540196419,-0.04135343059897423
2.9467670917510986,0.03130204603075981,-0.04135343059897423
2.946833848953247,0.03130204603075981,-0.030793320387601852
3.078354835510254,0.018828488886356354,-0.030793320387601852
3.0787408351898193,0.018828488886356354,-0.018230505287647247
3.221029758453369,0.00808627251535654,-0.018230505287647247
