t,wl,wr
0.3343541622161865,4.057183742523193,0.0
0.3348965644836426,4.057183742523193,3.9426474571228027
0.4774925708770752,4.012554168701172,3.9426474571228027
0.4778404235839844,4.012554168701172,3.9872782230377197
0.5860388278961182,3.9833810329437256,3.9872782230377197
0.5861148834228516,3.9833810329437256,4.016456604003906
0.7228693962097168,3.952747344970703,4.016456604003906
0.7229568958282471,3.952747344970703,4.047097682952881
0.8526914119720459,3.8021647930145264,4.047097682952881
0.8527357578277588,3.8021647930145264,4.197434425354004
0.9848120212554932,3.7036640644073486,4.197434425354004
0.9848885536193848,3.7036640644073486,4.2956318855285645
1.1029648780822754,3.639230489730835,4.2956318855285645
1.103048324584961,3.639230489730835,4.359612941741943
1.2533466815948486,3.594165086746216,4.359612941741943
1.253913164138794,3.594165086746216,4.392568588256836
1.378563642501831,2.458927631378174,4.392568588256836
1.3786425590515137,2.458927631378174,3.2892258167266846
1.5080270767211914,0.8517054319381714,3.2892258167266846
1.5082824230194092,0.8517054319381714,1.6621266603469849
1.6173572540283203,-0.3289256691932678,1.6621266603469849
1.617427110671997,-0.3289256691932678,0.43692123889923096
1.7530779838562012,-0.35453000664711,0.43692123889923096
1.7531895637512207,-0.35453000664711,0.35547587275505066
1.8757233619689941,-0.3219098746776581,0.35547587275505066
1.87583327293396,-0.3219098746776581,0.32257193326950073
2.0019705295562744,-0.2866971492767334,0.32257193326950073
2.0020530223846436,-0.2866971492767334,0.2873953878879547
2.131502389907837,-0.25726401805877686,0.2873953878879547
2.1316463947296143,-0.25726401805877686,0.25826698541641235
2.2570137977600098,-0.23340237140655518,0.25826698541641235
2.257101535797119,-0.23340237140655518,0.23515543341636658
2.3924131393432617,-0.2096244990825653,0.23515543341636658
2.3924903869628906,-0.2096244990825653,0.2126571089029312
2.5151069164276123,-0.18062733113765717,0.2126571089029312
2.515192747116089,-0.18062733113765717,0.20432692766189575
2.645585536956787,0.007249746471643448,0.20432692766189575
2.645792007446289,0.007249746471643448,0.3738473057746887
2.7671656608581543,0.5877283215522766,0.3738473057746887
2.767416477203369,0.5877283215522766,0.9389860033988953
2.8649508953094482,1.3931682109832764,0.9389860033988953
2.865053415298462,1.3931682109832764,1.7294154167175293
2.9872353076934814,2.1534945964813232,1.7294154167175293
2.987339973449707,2.1534945964813232,2.481689214706421
3.0970685482025146,2.7666707038879395,2.481689214706421
3.0971570014953613,2.7666707038879395,3.0973012447357178
3.202026128768921,3.493929624557495,3.0973012447357178
3.2027206420898438,3.493929624557495,3.816500663757324
3.3514392375946045,3.850841522216797,3.816500663757324
3.351471185684204,3.850841522216797,4.146637439727783
3.477445363998413,3.871540069580078,4.146637439727783
3.477651357650757,3.871540069580078,4.127086639404297
3.6077136993408203,3.8990254402160645,4.127086639404297
3.607837677001953,3.8990254402160645,4.099693775177002
3.733088493347168,3.928076982498169,4.099693775177002
3.7332351207733154,3.928076982498169,4.0704026222229
3.862103223800659,3.957388401031494,4.0704026222229
3.8621788024902344,3.957388401031494,4.039570331573486
3.9880549907684326,3.979188919067383,4.039570331573486
3.988262414932251,3.979188919067383,4.014457702636719
4.123046398162842,3.9993906021118164,4.014457702636719
4.123231410980225,3.9993906021118164,3.9854159355163574
4.244282245635986,3.8608195781707764,3.9854159355163574
4.244381427764893,3.8608195781707764,3.792363405227661
4.355274438858032,3.4719460010528564,3.792363405227661
4.355348825454712,3.4719460010528564,3.357755422592163
4.468508720397949,2.9763195514678955,3.357755422592163
4.468601942062378,2.9763195514678955,2.824078321456909
4.580689191818237,2.3024580478668213,2.824078321456909
4.580770969390869,2.3024580478668213,2.1143455505371094
4.694782733917236,1.7771342992782593,2.1143455505371094
4.6948864459991455,1.7771342992782593,1.557334303855896
4.8082098960876465,1.0537644624710083,1.557334303855896
4.8089494705200195,1.0537644624710083,0.8002728223800659
4.925174713134766,0.3132120966911316,0.8002728223800659
4.925841808319092,0.3132120966911316,0.04081792011857033
5.056581258773804,0.14443351328372955,0.04081792011857033
5.056847333908081,0.14443351328372955,-0.13848961889743805
5.18109393119812,0.14434780180454254,-0.13848961889743805
5.181136608123779,0.14434780180454254,-0.14097143709659576
5.302349805831909,0.14122220873832703,-0.14097143709659576
5.302459716796875,0.14122220873832703,-0.13896968960762024
5.432921648025513,0.13704290986061096,-0.13896968960762024
5.433036804199219,0.13704290986061096,-0.13351549208164215
5.565104961395264,0.1342831403017044,-0.13351549208164215
5.56524133682251,0.1342831403017044,-0.12955448031425476
5.688000679016113,0.17419394850730896,-0.12955448031425476
5.688202381134033,0.17419394850730896,-0.08446923643350601
5.8098907470703125,0.3530866205692291,-0.08446923643350601
5.810032367706299,0.3530866205692291,0.10388068109750748
5.922379732131958,0.7932049632072449,0.10388068109750748
5.922466993331909,0.7932049632072449,0.5597772598266602
6.042500734329224,1.316039800643921,0.5597772598266602
6.0429205894470215,1.316039800643921,1.1001724004745483
6.1518614292144775,1.8743500709533691,1.1001724004745483
6.151973247528076,1.8743500709533691,1.676774501800537
6.265379905700684,2.4277658462524414,1.676774501800537
6.265888452529907,2.4277658462524414,2.251315116882324
6.37621808052063,2.8606600761413574,2.251315116882324
6.376733064651489,2.8606600761413574,2.7161264419555664
6.487972974777222,3.0625572204589844,2.7161264419555664
6.48808479309082,3.0625572204589844,2.966341733932495
6.603092670440674,3.014230966567993,2.966341733932495
6.60338282585144,3.014230966567993,2.9727213382720947
6.716734409332275,2.862248420715332,2.9727213382720947
6.716845989227295,2.862248420715332,2.8728671073913574
6.828349590301514,2.7601706981658936,2.8728671073913574
6.828614711761475,2.7601706981658936,2.812869071960449
6.938801288604736,2.5522549152374268,2.812869071960449
6.939113616943359,2.5522549152374268,2.633434295654297
7.051201581954956,2.2875826358795166,2.633434295654297
7.05134916305542,2.2875826358795166,2.3895955085754395
7.164700508117676,2.190305709838867,2.3895955085754395
7.164997577667236,2.190305709838867,2.308112382888794
7.2782416343688965,2.0921597480773926,2.308112382888794
7.278641700744629,2.0921597480773926,2.218165397644043
7.385461807250977,2.091797113418579,2.218165397644043
7.385527610778809,2.091797113418579,2.220021963119507
7.499141454696655,2.2008750438690186,2.220021963119507
7.499330520629883,2.2008750438690186,2.3300974369049072
7.638083219528198,2.2941384315490723,2.3300974369049072
7.638318777084351,2.2941384315490723,2.4219048023223877
7.721926689147949,2.4829211235046387,2.4219048023223877
7.722376346588135,2.4829211235046387,2.606908082962036
7.855026483535767,2.78851580619812,2.606908082962036
7.855101823806763,2.78851580619812,2.9147703647613525
7.94817328453064,3.111776351928711,2.9147703647613525
7.948426723480225,3.111776351928711,3.242224931716919
8.065884351730347,3.2756803035736084,3.242224931716919
8.068129062652588,3.2756803035736084,3.4017302989959717
8.170910120010376,3.555394172668457,3.4017302989959717
8.171008825302124,3.555394172668457,3.6761107444763184
8.298415660858154,3.7219576835632324,3.6761107444763184
8.298488140106201,3.7219576835632324,3.838493585586548
8.43363881111145,3.7955029010772705,3.838493585586548
8.433730363845825,3.7955029010772705,3.9058754444122314
8.555112361907959,3.8340938091278076,3.9058754444122314
8.555182456970215,3.8340938091278076,3.936079502105713
8.686027765274048,3.8277111053466797,3.936079502105713
8.686108112335205,3.8277111053466797,3.920879364013672
8.819209575653076,3.847097635269165,3.920879364013672
8.819586038589478,3.847097635269165,3.930957317352295
8.943899393081665,3.845085859298706,3.930957317352295
8.944003582000732,3.845085859298706,3.917844772338867
9.0592200756073,3.749462604522705,3.917844772338867
9.059319734573364,3.749462604522705,3.81400990486145
9.188149452209473,3.784010887145996,3.81400990486145
9.188286781311035,3.784010887145996,3.8374762535095215
9.314807653427124,3.77386736869812,3.8374762535095215
9.314890384674072,3.77386736869812,3.812781572341919
9.43831491470337,3.7587203979492188,3.812781572341919
9.438462257385254,3.7587203979492188,3.7824647426605225
9.57249927520752,3.728088140487671,3.7824647426605225
9.572578191757202,3.728088140487671,3.7355451583862305
9.684202909469604,3.613881826400757,3.7355451583862305
9.684288740158081,3.613881826400757,3.6079225540161133
9.804744243621826,3.566047191619873,3.6079225540161133
9.804856777191162,3.566047191619873,3.5515623092651367
9.911993503570557,3.504730463027954,3.5515623092651367
9.912083625793457,3.504730463027954,3.4879541397094727
10.030773878097534,3.5366454124450684,3.4879541397094727
10.03086805343628,3.5366454124450684,3.511690139770508
10.137077569961548,3.433039903640747,3.511690139770508
10.137165307998657,3.433039903640747,3.4006059169769287
10.253975629806519,3.501828670501709,3.4006059169769287
10.254042625427246,3.501828670501709,3.4635367393493652
10.365742206573486,3.568904161453247,3.4635367393493652
10.365875959396362,3.568904161453247,3.5259177684783936
10.483644485473633,3.559798002243042,3.5259177684783936
10.4840829372406,3.559798002243042,3.508448362350464
10.58942174911499,3.6473610401153564,3.508448362350464
10.589571952819824,3.6473610401153564,3.592041492462158
10.703532218933105,3.666888475418091,3.592041492462158
10.70386266708374,3.666888475418091,3.6069252490997314
