x,y
-4.586415028518826,-0.7064667780666926
-4.5864798730483525,-0.7064682942051483
-4.586446636029964,-0.706430003459733
-4.586389926171786,-0.7064414230937544
-4.586408004713518,-0.7064792922337115
-4.586467204574797,-0.7064426887027238
-4.586437492520147,-0.7064415343737249
-4.586466621929673,-0.7064296791030151
-4.586406867008986,-0.7064259388278464
-4.586408665714475,-0.7064648424190533
-4.586426404226258,-0.706468937215794
-4.58641952859193,-0.7064624575934445
-4.58646237767326,-0.7064560461967087
-4.586459632761003,-0.7064424075307983
-4.5864657625105485,-0.7064403561521059
-4.586422505674171,-0.7064281489105896
-4.586399013747457,-0.7064551147333258
-4.586416054270764,-0.7064240738671994
-4.5864628658173,-0.7063419146273926
-4.586459769967109,-0.7063682313775699
-4.5865004976491965,-0.7063156093445441
-4.586526854008149,-0.7062957376230189
-4.586568135849965,-0.7063228925723507
-4.586665222738173,-0.7063642561803756
-4.586730297397733,-0.70642186045462
-4.586707000815607,-0.706473200767724
-4.586765097781166,-0.7065203445117558
-4.586788009070851,-0.7065560140604823
-4.586880872405694,-0.7065903620012778
-4.58698010593754,-0.7065821675146718
-4.587104675574285,-0.7065642059384198
-4.587268405212971,-0.7065509676515692
-4.587448430463289,-0.7065715791843702
-4.587585252491016,-0.7066069135828842
-4.587817365178814,-0.7066587575863411
-4.588119556897477,-0.706675408114593
-4.587981197350572,-0.7068670880801432
-4.58823932576576,-0.7068277184462967
-4.588500638239375,-0.7068008714986932
-4.588748695133945,-0.706798840035342
-4.589447953787615,-0.7065900967136135
-4.589755047648488,-0.7065391150581309
-4.590033688783165,-0.7064548153306294
-4.590003224440274,-0.7063898242775427
-4.590645337347041,-0.7063606451662672
-4.590691968106719,-0.7062965586968541
-4.591033982186304,-0.7061878639131546
-4.591706979366212,-0.7060803440853196
-4.592381483242172,-0.706385214061653
-4.592478833024034,-0.7061217348845236
-4.594038174575269,-0.7061710803546268
-4.594400796155297,-0.7060295128453005
-4.594836413628664,-0.7059866763527882
-4.5963833226752975,-0.7059797278425579
-4.598277974200249,-0.705975692595541
-4.600020384996766,-0.7071898958312921
-4.601324753097449,-0.7074988948919971
-4.601824207535168,-0.7075966828546701
-4.60235379606079,-0.7076948815618992
-4.6027154905567205,-0.7079687946920921
-4.60319551965305,-0.7080523394878782
-4.6037096198379635,-0.7081797903234894
-4.604236905025011,-0.7083446071749654
-4.6047177045303895,-0.7085423423637757
-4.605171763133813,-0.7087196896127832
-4.605662012929812,-0.7089024549075289
-4.606155966148244,-0.7090423262554003
-4.6066049111856175,-0.7091861325970139
-4.607076697180381,-0.709283676143711
-4.6076071547760975,-0.7093991286708604
-4.608124177529333,-0.7095106293909663
-4.608599594538099,-0.7097116088739395
-4.608868602362386,-0.7101160199751657
-4.609546757723946,-0.7100231888523977
-4.609849139851555,-0.7104075360705859
-4.61027065459417,-0.7105954693319516
-4.610730412971189,-0.7107144596988529
-4.611235588128329,-0.7108481313980106
-4.611741878142014,-0.7109890721314982
-4.612155254100094,-0.7113726090464996
-4.612598778162001,-0.7115936293649496
-4.613029428469568,-0.7118171219672005
-4.6134982112260134,-0.712068076060101
-4.613958289030422,-0.7122963503276691
-4.614378323536275,-0.7125377631148565
-4.615277887699368,-0.7129870823171285
-4.616194573279064,-0.7134196533259831
-4.6166673513863925,-0.7136763952134727
-4.617499409220277,-0.7142783595815619
-4.618364405762257,-0.71485574096789
-4.619562529149222,-0.7157770017374963
-4.6222717419503905,-0.7182843391352972
-4.623688330311444,-0.7196346168446389
-4.625020527573448,-0.7211649010174139
-4.6253155479596355,-0.7215791452789868
-4.626372737391758,-0.7214694293453483
-4.6272155075931405,-0.7224990767057169
-4.6275052066735345,-0.7228591252902787
-4.627821689427879,-0.7232191827577396
-4.628165072616418,-0.7235508018680321
-4.628910781599189,-0.7241674505016863
-4.6292033487211945,-0.7245963807746676
-4.629041858283857,-0.7250091677975442
-4.62977577874667,-0.7257888063571891
-4.630039201080447,-0.7261529974339053
-4.630307110739768,-0.7264804399537345
-4.630382758809288,-0.7270588226170179
-4.630649146935142,-0.7274449307390889
-4.631151224039489,-0.7280700635900511
-4.631466501067609,-0.7284507323320178
-4.631319821478195,-0.7294700699486513
-4.6315919932292084,-0.7299721647978559
-4.632023476741392,-0.7294960949331748
-4.632267613689507,-0.7294711696732018
-4.632577042696691,-0.7298647068607405
-4.632542523724626,-0.7305906929469775
-4.6329812018345295,-0.7313155720381035
-4.633449050841887,-0.7313720916071471
-4.6334738038571945,-0.732688537376055
-4.63395298195232,-0.7327390162785071
-4.634117531150662,-0.733175256038599
-4.634248352947786,-0.7341404134414534
-4.634796386981673,-0.7335353934644174
-4.634330104112013,-0.7353476014120726
-4.63449836431704,-0.7357016928845517
-4.634710284362302,-0.7360640955045304
-4.6349801848202015,-0.7364628120712811
-4.635342819911902,-0.7369072117353024
-4.6355169641273966,-0.7376452644102488
-4.634489936463614,-0.7376490490378328
-4.6360871236401,-0.74152585771525
-4.636522208972583,-0.7432149409070612
-4.636699380237177,-0.7439690351949066
-4.637520431930353,-0.7475233126354595
-4.637496959106717,-0.7481123877270034
-4.637401873387311,-0.7486950794897499
-4.63731713318848,-0.7493202961220893
-4.637365649888769,-0.7496532772293737
-4.637314425092354,-0.7499788831582573
-4.637137653500017,-0.7506812969058464
-4.637100195786793,-0.7510312254783318
-4.6352584120724405,-0.7496983305363478
-4.63507310174336,-0.750027200970034
-4.634883942497679,-0.7503685678741532
-4.634780163340021,-0.7506827732656689
-4.634653090810477,-0.7509959748738956
-4.6345212601155925,-0.7513460837319437
-4.634427725322104,-0.7516869075280755
-4.634363092621165,-0.7519647293243379
-4.634252978791715,-0.752258956177664
-4.634117048933964,-0.7525380596747748
-4.633706976698267,-0.7537016986880405
-4.633266646876523,-0.7549059677583927
-4.633120462591892,-0.7551999147003601
-4.632771155081618,-0.7556850387745354
-4.632507675981867,-0.7559100178194874
-4.632246382331274,-0.7561777770709864
-4.631969781058796,-0.7564233682576267
-4.631632086977275,-0.7566466935397977
-4.6313162312073555,-0.7569162934638163
-4.630946653769265,-0.7571752567525835
-4.630561205797667,-0.7574103792900047
-4.630129312640605,-0.7576406976805605
-4.6292348878281295,-0.7581251493116768
-4.628807461156629,-0.7583684412476381
-4.628224283861954,-0.7585745538674912
-4.6276600403937485,-0.7587784989123658
-4.627032938025605,-0.7590181009076216
-4.626408252924921,-0.7592693377592415
-4.6257677120542855,-0.7595613642301535
-4.625008382610115,-0.7598408862250154
-4.6241716601176055,-0.7601022881459047
-4.623361526678873,-0.7603701985527963
-4.622514736501352,-0.7606395794892084
-4.621630078830131,-0.760865675922155
-4.6206558776352855,-0.7610909634751118
-4.619726159422235,-0.7613092170681374
-4.618712915972143,-0.7615116548545309
-4.617648597319782,-0.7617004698453106
-4.616585306807907,-0.7618777590861677
-4.615497994329519,-0.7620849255674998
-4.614472873755386,-0.7622519977056108
-4.613387225774913,-0.7621316437069907
-4.61226804313956,-0.7622835099361288
-4.611031051724358,-0.76238501315588
-4.609771765283997,-0.7624967568143407
-4.608218711643648,-0.7625619184528892
-4.60654979992846,-0.762561600248178
-4.605117341453504,-0.7624845690430724
-4.603584983323563,-0.7625177329735315
-4.6019127122765315,-0.7623779847744884
-4.600122616257284,-0.7625047578803825
-4.598422041623497,-0.7622280516099503
-4.594817987927872,-0.7621312062533037
-4.592931845784543,-0.7620048594783876
-4.590994530140975,-0.7617996431482419
-4.589048130682224,-0.7617318804524321
-4.587016330309971,-0.7616082535207725
-4.584999149464703,-0.7614690821789265
-4.583029981057994,-0.7612729045722152
-4.581112878103261,-0.7612007180253124
