x_ref,y_ref
-4.579989166912267,1.627885457046207
-4.578940099692129,1.6277545847690396
-4.577891856073479,1.6276238433641492
-4.576844434820914,1.627493232700664
-4.575797834700885,1.627362752647842
-4.574752054481692,1.627232403075073
-4.5737070929334855,1.6271021838518769
-4.572662948828258,1.6269720948479038
-4.571619620939845,1.6268421359329348
-4.5705771080439215,1.6267123069768805
-4.5695354089179965,1.6265826078497825
-4.568494522341418,1.6264530384218117
-4.567454447095361,1.6263235985632687
-4.56641518196283,1.626194288144584
-4.565376725728654,1.6260651070363183
-4.5643390771794845,1.6259360551091608
-4.563302235103796,1.6258071322339305
-4.562266198291877,1.6256783382815754
-4.561230965535833,1.6255496731231727
-4.560196535629577,1.6254211366299283
-4.559162907368834,1.6252927286731773
-4.558130079551138,1.6251644491243828
-4.557098050975825,1.6250362978551374
-4.556066820444031,1.624908274737161
-4.55503638675869,1.6247803796423026
-4.554006748724534,1.6246526124425393
-4.5529779051480865,1.6245249730099756
-4.551949854837658,1.6243974612168444
-4.55092259660335,1.6242700769355063
-4.549896129257049,1.6241428200384498
-4.548870451612421,1.62401569039829
-4.547845562484914,1.6238886878877705
-4.546821460691753,1.6237618123797617
-4.545798145051936,1.6236350637472607
-4.544775614386236,1.6235084418633923
-4.5437538675171885,1.6233819466014077
-4.542732903269101,1.623255577834685
-4.5417127204680385,1.6231293354367293
-4.540693317941834,1.6230032192811714
-4.539674694520071,1.622877229241769
-4.538656849034093,1.6227513651924061
-4.537639780317,1.6226256270070925
-4.536623487203635,1.6225000145599642
-4.535607968530595,1.622374527725283
-4.534593223136219,1.6222491663774365
-4.533579249860589,1.622123930390938
-4.532566047545526,1.6219988196404258
-4.53155361503459,1.6218738340006642
-4.530541951173074,1.6217489733465424
-4.529531054808003,1.6216242375530747
-4.528520924788133,1.6214996264954005
-4.527511559963946,1.621375140048784
-4.52650295918765,1.6212507780886138
-4.525495121313171,1.621126540490404
-4.524488045196159,1.6210024271297925
-4.523481729693974,1.6208784378825416
-4.522476173665695,1.6207545726245378
-4.521471375972113,1.6206308312317923
-4.520467335475724,1.6205072135804393
-4.519464051040728,1.6203837195467377
-4.518461521533038,1.6202603490070697
-4.517459745820264,1.6201371018379416
-4.51645872277171,1.6200139779159823
-4.5154584512583815,1.6198909771179453
-4.514458930152978,1.619768099320706
-4.513460158329885,1.6196453444012642
-4.512462134665178,1.6195227122367417
-4.511464858036622,1.619400202704384
-4.510468327323663,1.6192778156815584
-4.509472541407423,1.6191555510457556
-4.5084774991707075,1.6190334086745886
-4.507483199497999,1.6189113884457929
-4.506489641275451,1.618789490237226
-4.505496823390888,1.6186677139268675
-4.504504744733805,1.6185460593928194
-4.503513404195362,1.6184245265133055
-4.502522800668377,1.618303115166671
-4.501532933047335,1.618181825231383
-4.500543800228377,1.6180606565860305
-4.4995554011093,1.6179396091093234
-4.498567734589552,1.6178186826800929
-4.497580799570231,1.6176978771772916
-4.4965945949540895,1.617577192479993
-4.495609119645524,1.617456628467392
-4.494624372550572,1.6173361850188035
-4.493640352576946,1.6172158620136634
-4.492657058634031,1.6170956593315287
-4.491674489632781,1.616975576852076
-4.490692644485782,1.6168556144551027
-4.489711522107254,1.6167357720205264
-4.488731121413044,1.6166160494283848
-4.487751441320625,1.6164964465588352
-4.486772480749094,1.6163769632921552
-4.485794238619171,1.6162575995087418
-4.484816713853193,1.616138355089112
-4.483839905375113,1.6160192299139016
-4.482863812110501,1.6159002238638664
-4.481888432986536,1.6157813368198815
-4.480913766932006,1.6156625686629404
-4.4799398128773085,1.6155439192741563
-4.478966569754443,1.615425388534761
-4.477994036497012,1.615306976326105
-4.477022212040217,1.6151886825296577
-4.476051095320857,1.6150705070270068
-4.475080685277327,1.6149524496998586
-4.474110980849611,1.6148345104300377
-4.473141980979287,1.6147166890994864
-4.472173684609518,1.6145989855902658
-4.471206090685055,1.6144813997845544
-4.470239198152227,1.6143639315646487
-4.469273005958949,1.614246580812963
-4.468307513054711,1.6141293474120286
-4.467342718390579,1.6140122312444956
-4.466378620919194,1.61389523219313
-4.465415219594766,1.6137783501408156
-4.464452513373074,1.6136615849705536
-4.463490501211465,1.6135449365654617
-4.462529182068848,1.6134284048087753
-4.461568554905695,1.6133119895838453
-4.460608618684037,1.6131956907741403
-4.459649372367462,1.613079508263245
-4.458690814921111,1.6129634419348604
-4.45773294531168,1.6128474916728044
-4.456775762507412,1.6127316573610104
-4.455819265478102,1.6126159388835284
-4.4548634531950855,1.6125003361245236
-4.453908324631243,1.612384848968278
-4.452953878760996,1.6122694772991883
-4.452000114560305,1.612154221001768
-4.451047031006666,1.6120390799606452
-4.450094627079106,1.6119240540605633
-4.449142901758187,1.6118091431863817
-4.448191854026001,1.611694347223074
-4.447241482866162,1.6115796660557298
-4.446291787263814,1.6114650995695528
-4.445342766205618,1.6113506476498622
-4.44439441867976,1.611236310182091
-4.443446743675941,1.6111220870517877
-4.442499740185378,1.611007978144615
-4.4415534072008,1.6108939833463491
-4.440607743716448,1.6107801025428816
-4.439662748728074,1.6106663356202175
-4.438718421232933,1.610552682464476
-4.437774760229784,1.6104391429618905
-4.43683176471889,1.6103257169988074
-4.435889433702012,1.6102124044616875
-4.434947766182409,1.6100992052371046
-4.434006761164836,1.6099861192117462
-4.433066417655539,1.6098731462724134
-4.432126734662257,1.6097602863060199
-4.431187711194213,1.6096475391995926
-4.430249346262122,1.6095349048402718
-4.429311638878179,1.6094223831153103
-4.428374588056062,1.609309973912074
-4.4274381928109285,1.6091976771180405
-4.426502452159413,1.6090854926208014
-4.425567365119624,1.6089734203080595
-4.424632930711145,1.60886146006763
-4.423699147955029,1.6087496117874414
-4.422766015873797,1.6086378753555328
-4.421833533491436,1.608526250660056
-4.4209016998334,1.6084147375892748
-4.4199705139266,1.6083033360315644
-4.419039974799411,1.6081920458754115
-4.418110081481662,1.608080867009415
-4.41718083300464,1.6079697993222843
-4.416252228401083,1.607858842702841
-4.4153242667051815,1.607747997040017
-4.414396946952574,1.6076372622228559
-4.413470268180346,1.6075266381405118
-4.412544229427025,1.60741612468225
-4.411618829732586,1.6073057217374467
-4.4106940681384375,1.607195429195588
-4.409769943687429,1.6070852469462713
-4.408846455423849,1.6069751748792038
-4.407923602393414,1.6068652128842034
-4.407001383643274,1.606755360851198
-4.4060797982220095,1.6066456186702256
-4.405158845179627,1.6065359862314343
-4.404238523567558,1.6064264634250816
-4.403318832438657,1.6063170501415354
-4.402399770847199,1.6062077462712727
-4.401481337848879,1.6060985517048803
-4.400563532500806,1.6059894663330543
-4.399646353861505,1.6058804900466
-4.398729800990913,1.6057716227364323
-4.397813872950377,1.6056628642935746
-4.396898568802651,1.6055542146091597
-4.395983887611898,1.6054456735744296
-4.395069828443681,1.6053372410807338
-4.394156390364966,1.605228917019532
-4.393243572444119,1.6051207012823914
-4.392331373750903,1.6050125937609876
-4.3914197933564765,1.6049045943471054
-4.390508830333393,1.6047967029326373
-4.389598483755592,1.6046889194095835
-4.3886887526984095,1.6045812436700526
-4.387779636238562,1.6044736756062614
-4.386871133454155,1.604366215110534
-4.3859632434246745,1.6042588620753022
-4.385055965230987,1.6041516163931058
-4.384149297955341,1.6040444779565917
-4.383243240681359,1.603937446658514
-4.382337792494037,1.6038305223917342
-4.381432952479746,1.6037237050492212
-4.380528719726227,1.6036169945240508
-4.379625093322588,1.6035103907094055
-4.378722072359304,1.603403893498575
-4.377819655928215,1.6032975027849552
-4.3769178431225235,1.6031912184620492
-4.376016633036791,1.603085040423466
-4.375116024766935,1.6029789685629212
-4.374216017410236,1.6028730027742373
-4.373316610065321,1.6027671429513417
-4.372417801832173,1.6026613889882693
-4.371519591812125,1.6025557407791597
-4.370621979107857,1.6024501982182595
-4.369724962823396,1.60234476119992
-4.368828542064111,1.6022394296185989
-4.367932715936715,1.6021342033688593
-4.36703748354926,1.6020290823453691
-4.3661428440111365,1.6019240664429026
-4.365248796433071,1.6018191555563386
-4.364355339927121,1.601714349580661
-4.363462473606681,1.6016096484109592
-4.362570196586471,1.601505051942427
-4.361678507982542,1.6014005600703636
-4.3607874069122685,1.601296172690172
-4.35989689249435,1.6011918896973605
-4.35900696384881,1.601087710987542
-4.358117620096986,1.6009836364564334
-4.357228860361541,1.6008796659998556
-4.356340683766449,1.6007757995137346
-4.355453089437,1.6006720368940999
-4.354566076499794,1.6005683780370845
-4.353679644082745,1.6004648228389262
-4.352793791315071,1.600361371195966
-4.351908517327299,1.600258023004649
-4.351023821251259,1.6001547781615233
-4.350139702220082,1.6000516365632405
-4.349256159368202,1.599948598106556
-4.34837319183135,1.5998456626883284
-4.347490798746554,1.5997428302055188
-4.346608979252134,1.5996401005551921
-4.345727732487706,1.5995374736345158
-4.3448470575941744,1.59943494934076
-4.343966953713734,1.5993325275712982
-4.343087419989864,1.5992302082236056
-4.342208455567329,1.599127991195261
-4.341330059592178,1.5990258763839444
-4.34045223121174,1.5989238636874394
-4.339574969574623,1.5988219530036307
-4.338698273830712,1.598720144230506
-4.337822143131166,1.5986184372661543
-4.336946576628419,1.598516832008767
-4.336071573476177,1.598415328356637
-4.335197132829413,1.5983139262081592
-4.334323253844369,1.5982126254618298
-4.333449935678553,1.5981114260162468
-4.332577177490736,1.5980103277701094
-4.33170497844095,1.597909330622218
-4.330833337690489,1.5978084344714747
-4.329962254401903,1.597707639216882
-4.329091727739001,1.597606944757544
-4.328221756866842,1.5975063509926652
-4.327352340951743,1.5974058578215515
-4.326483479161265,1.5973054651436087
-4.325615170664223,1.597205172858344
-4.324747414630678,1.5971049808653646
-4.323880210231932,1.597004889064378
-4.323013556640534,1.5969048973551925
-4.322147453030274,1.596805005637716
-4.321281898576179,1.596705213811957
-4.3204168924545145,1.596605521778024
-4.319552433842783,1.5965059294361248
-4.31868852191972,1.5964064366865676
-4.31782515586529,1.5963070434297597
-4.316962334860692,1.5962077495662088
-4.3161000580883515,1.5961085549965215
-4.3152383247319195,1.5960094596214038
-4.314377133976272,1.5959104633416612
-4.313516485007508,1.5958115660581984
-4.312656377012947,1.5957127676720189
-4.311796809181128,1.5956140680842257
-4.310937780701806,1.5955154671960203
-4.3100792907659535,1.595416964908703
-4.309221338565755,1.5953185611236733
-4.308363923294607,1.5952202557424284
-4.3075070441471155,1.595122048666565
-4.306650700319095,1.595023939797777
-4.305794891007566,1.5949259290378581
-4.304939615410755,1.5948280162886992
-4.304084872728089,1.5947302014522893
-4.303230662160198,1.5946324844307158
-4.302376982908908,1.594534865126164
-4.301523834177244,1.5944373434409165
-4.300671215169429,1.5943399192773544
-4.299819125090875,1.594242592537956
-4.298967563148189,1.5941453631252969
-4.298116528549167,1.5940482309420503
-4.297266020502794,1.593951195890987
-4.29641603821924,1.593854257874975
-4.295566580909861,1.5937574167969788
-4.294717647787197,1.5936606725600606
-4.293869238064966,1.5935640250673795
-4.293021350958069,1.5934674742221908
-4.292173985682582,1.5933710199278475
-4.291327141455758,1.5932746620877984
-4.290480817496025,1.5931784006055896
-4.2896350130229814,1.5930822353848628
-4.288789727257397,1.5929861663293567
-4.287944959421211,1.5928901933429063
-4.28710070873753,1.592794316329442
-4.286256974430624,1.5926985351929914
-4.285413755725928,1.5926028498376774
-4.2845710518500395,1.5925072601677184
-4.283728862030714,1.5924117660874295
-4.282887185496869,1.592316367501221
-4.282046021478574,1.5922210643135986
-4.281205369207056,1.5921258564291638
-4.280365227914696,1.5920307437526136
-4.279525596835024,1.5919357261887397
-4.278686475202722,1.5918408036424299
-4.277847862253618,1.591745976018666
-4.277009757224688,1.5916512432225263
-4.276172159354051,1.5915566051591827
-4.27533506788097,1.5914620617339024
-4.274498482045849,1.5913676128520473
-4.27366240109023,1.591273258419074
-4.2728268242567955,1.5911789983405338
-4.27199175078936,1.5910848325220721
-4.271157179932876,1.5909907608694287
-4.270323110933427,1.5908967832884382
-4.269489543038228,1.5908028996850285
-4.268656475495621,1.5907091099652224
-4.267823907555077,1.590615414035136
-4.266991838467195,1.5905218118009796
-4.266160267483694,1.5904283031690576
-4.265329193857419,1.5903348880457673
-4.264498616842333,1.5902415663376004
-4.26366853569352,1.5901483379511416
-4.26283894966718,1.5900552027930692
-4.26200985802063,1.589962160770155
-4.2611812600122985,1.5898692117892637
-4.26035315490173,1.5897763557573532
-4.259525541949578,1.5896835925814747
-4.258698420417604,1.589590922168772
-4.257871789568678,1.589498344426482
-4.257045648666775,1.5894058592619345
-4.256219996976975,1.5893134665825515
-4.25539483376546,1.5892211662958478
-4.2545701582995115,1.5891289583094306
-4.253745969847513,1.589036842531
-4.252922267678942,1.588944818868348
-4.2520990510643735,1.5888528872293584
-4.251276319275477,1.5887610475220078
-4.250454071585014,1.5886692996543645
-4.249632307266837,1.588577643534589
-4.248811025595887,1.5884860790709332
-4.247990225848193,1.588394606171741
-4.247169907300871,1.5883032247454483
-4.24635006923212,1.5882119347005816
-4.245530710921222,1.5881207359457599
-4.244711831648541,1.5880296283896929
-4.243893430695518,1.587938611941182
-4.243075507344675,1.5878476865091198
-4.242258060879608,1.5877568520024894
-4.241441090584988,1.5876661083303658
-4.240624595746562,1.5875754554019144
-4.239808575651142,1.5874848931263912
-4.238993029586616,1.5873944214131437
-4.238177956841936,1.5873040401716092
-4.237363356707123,1.5872137493113165
-4.236549228473263,1.587123548741884
-4.235735571432503,1.587033438373021
-4.234922384878054,1.5869434181145268
-4.234109668104187,1.586853487876291
-4.233297420406231,1.5867636475682936
-4.232485641080572,1.586673897100604
-4.231674329424652,1.5865842363833824
-4.230863484736965,1.5864946653268779
-4.23005310631706,1.5864051838414297
-4.229243193465535,1.586315791837467
