x,y
-4.214406111279413,-0.05411816784946345
-4.214499048775198,-0.05410642070150048
-4.214444013933083,-0.05411323742591277
-4.21440286447853,-0.054138414206323295
-4.214461720531534,-0.0541225382224003
-4.214463073014762,-0.05410451061497874
-4.214484090547573,-0.054089020195247334
-4.214432597542825,-0.05412787709954698
-4.214408149814004,-0.054166177216222675
-4.214413811973783,-0.05413759034233788
-4.2144019172964695,-0.054133406788989494
-4.214446137434311,-0.05411277777239908
-4.214479320785197,-0.05408555154165208
-4.214490741980587,-0.054109179901597686
-4.214451573173429,-0.05411786238177102
-4.214401402618164,-0.054138430171907594
-4.2143866408542685,-0.05415110032267303
-4.214421520445175,-0.05414075929997933
-4.214478691598378,-0.05412515559907086
-4.214502471046362,-0.05411056725333386
-4.214530407202815,-0.05411010208076927
-4.214566004723012,-0.05415782325849835
-4.214637807612733,-0.054222041470231845
-4.214710117431127,-0.0542732593776254
-4.21469517872996,-0.05444726778406847
-4.214775446985263,-0.05434196895959811
-4.214852285309565,-0.05436087632707861
-4.214919631582356,-0.05440242020236526
-4.214967318613543,-0.054436134587041184
-4.215032836130085,-0.05459316830349711
-4.215220947582816,-0.05449016906757477
-4.215373290793683,-0.05463144687989824
-4.215559267555267,-0.05457610964168918
-4.215803904272011,-0.05466013191152255
-4.216153103646506,-0.054794631733320824
-4.216417822063517,-0.05498126097731077
-4.216617180769334,-0.05523238468665825
-4.216829514846853,-0.05556318321117798
-4.217074984985282,-0.05595732401051666
-4.217311534849014,-0.056351875992212516
-4.217488031815665,-0.05671269040150986
-4.217432189977318,-0.05725626700198312
-4.21767153902307,-0.05775488374141941
-4.217932263772308,-0.058346772241728025
-4.218101434761742,-0.05875271820853348
-4.21839872402319,-0.059234929940841195
-4.219488161646453,-0.05977809441794788
-4.21953202430002,-0.060557569770675834
-4.220087854383631,-0.06082865217854033
-4.221100437757303,-0.06244415896423746
-4.221471063673807,-0.06299116496648939
-4.221809339474833,-0.06352871861422588
-4.222955364568376,-0.06511983933754036
-4.224585004824841,-0.06733927926845319
-4.225474922730513,-0.06817945135370929
-4.226762747296208,-0.06961871322695659
-4.227002700155768,-0.06985519565561177
-4.227706994100382,-0.07050391876263978
-4.228187771440953,-0.07098026417074334
-4.228639705053566,-0.07145571739276088
-4.229264932355009,-0.07181221995295531
-4.229936848239244,-0.0726918253094861
-4.230493495153891,-0.07310597977183057
-4.230989096766452,-0.07356970082133635
-4.231432054299401,-0.0741150204874482
-4.231961542695484,-0.07449516583567986
-4.232525706601709,-0.07477322019039144
-4.232903297478482,-0.07474852696955551
-4.2334100036918665,-0.07518146209855514
-4.233656695470313,-0.07540706926698963
-4.234134300984632,-0.07580282990968375
-4.234873859256339,-0.07630785317029545
-4.235332625419818,-0.0766919799030019
-4.235908513619877,-0.07702478764763372
-4.236404407714947,-0.07739511560495287
-4.2369224817208355,-0.07766003989361256
-4.23750767306664,-0.07811475546666026
-4.23810213358499,-0.07847950458463641
-4.2386515907282325,-0.07879768662595135
-4.239259603393167,-0.07900037463028119
-4.2398956584709095,-0.07944673451424597
-4.240616744088741,-0.0795025120260553
-4.241123811809441,-0.07992099536155658
-4.241660278648793,-0.0804369677362964
-4.2428899957240365,-0.08108141424326572
-4.244102990371007,-0.08160287421515804
-4.244756264451719,-0.08189525901733671
-4.246049431673054,-0.0825998612843561
-4.24730515321849,-0.08311103291245886
-4.249752216731315,-0.0837749213028736
-4.254304500711314,-0.08478478838101618
-4.25634659582981,-0.08510919339438731
-4.259384254989601,-0.08523275587685808
-4.260888582331628,-0.08475673686657696
-4.261404669374127,-0.0848438582888407
-4.264070621818896,-0.08367968766049026
-4.264412899293757,-0.08358644138529092
-4.265037202548699,-0.0832759665396468
-4.265602745248437,-0.08276051945705719
-4.266808387871736,-0.08217698689989986
-4.267419541827276,-0.08180898327133053
-4.268371108071079,-0.08094140425128975
-4.268837518354669,-0.08043424176533455
-4.26924191566083,-0.07991518700059035
-4.269621568509232,-0.0793854856035137
-4.270029381179447,-0.07882111626780477
-4.270379984926107,-0.07825650559447607
-4.270799533739531,-0.07762779276934231
-4.271219968533953,-0.07702379265228969
-4.271389385279541,-0.07656930251729638
-4.271816897447333,-0.07601542484060875
-4.27224346657015,-0.0754571408462648
-4.272645049944362,-0.07486657955941864
-4.2730351735349785,-0.0742331112706041
-4.27365321335729,-0.07329918464116324
-4.2744028431428855,-0.07186226473934579
-4.274696393631334,-0.07112810506781106
-4.274982814895839,-0.07038708153089937
-4.27522641095408,-0.06966298463665165
-4.275422836959939,-0.0689422222208875
-4.275566069712622,-0.06822419535245121
-4.275898732828791,-0.067516927203726
-4.2758352753697,-0.06677590931537494
-4.275866910648926,-0.06605562590751073
-4.275929022499956,-0.06532798969650322
-4.276031859659467,-0.06458355434746217
-4.276114198980462,-0.06379164757043534
-4.276105673187611,-0.06297617242563909
-4.2760977635071,-0.062094207351643387
-4.276274136286974,-0.059565908883851805
-4.275000598289316,-0.052204736803998314
-4.274655253765666,-0.048372683897517116
-4.2741837325805,-0.04630493609486209
-4.269961745298544,-0.03605814287852824
-4.26871057489283,-0.03382042431647574
-4.267199684352127,-0.031931209557306356
-4.266021092779671,-0.029724171659738202
-4.265351534346248,-0.02871163038909495
-4.264604925084773,-0.027746669516494307
-4.263045720108627,-0.025731624840318254
-4.2622375411300615,-0.024722180286689207
-4.261391658154118,-0.023731398653789697
-4.260511478084951,-0.022762290867036607
-4.259698113588465,-0.021888339050612323
-4.257085389391464,-0.024514649444440494
-4.257807399630901,-0.020169406298146227
-4.2567633603321875,-0.019368012208162668
-4.256078713902607,-0.01834601085494854
-4.255163552354161,-0.017600427477016886
-4.2543983536294165,-0.016439975022068603
-4.253422029992815,-0.015444506804621455
-4.252282642226981,-0.014660264530799555
-4.2476133372794855,-0.010031247993118043
-4.246282617622973,-0.008319619532610753
-4.2453166224319085,-0.007544544765223613
-4.243647309264277,-0.00567343953682863
-4.242667565990858,-0.005001123916511603
-4.241732092753816,-0.004154248108071606
-4.240457323542767,-0.003572042062563921
-4.239030212084473,-0.0015930019787663862
-4.238021473375913,-0.0008431566283623941
-4.237008999621645,-7.310361495742512e-05
-4.2356874728962115,0.0007149414571309354
-4.234895945423285,0.0015137189369361294
-4.233831416762891,0.0023366984052280017
-4.232808840659659,0.0030537117058776425
-4.2313588149769386,0.003509218901918108
-4.230285382484285,0.004220104414262884
-4.229571376166967,0.004945630211364289
-4.228456751368721,0.00562297460562858
-4.226800817825462,0.0023100851647185642
-4.228372998919473,0.00745708769941815
-4.2250070593362565,0.007584205564707155
-4.223871703690967,0.00807112813584083
-4.2228020746611925,0.008827918603580684
-4.2218281434627425,0.00951179173575244
-4.220723417083123,0.010074516001394682
-4.219671570402616,0.010697187276608674
-4.218867086670046,0.01152612991758201
-4.217664084464643,0.0119788215415238
-4.216664587895206,0.012631782824941418
-4.215206072047943,0.01274919550993809
-4.214502054091292,0.013582391051657828
-4.213397411624107,0.014176689315353052
-4.212095863068791,0.014527707957580373
-4.211083980886617,0.015006259464111018
-4.210275128350681,0.01557887451294021
-4.209134923072881,0.01589896244371579
-4.208415659322094,0.01653051569440869
-4.206972543693454,0.016726856248935728
-4.208395066163131,0.012703975288786537
-4.2049213844038995,0.017749276190552964
-4.20389465608557,0.018318359517292663
-4.202782751831919,0.018762575740126217
-4.200496966983245,0.019528303311601762
-4.199285908221426,0.02005841380435125
-4.197794111088534,0.020245083480609834
-4.1966285941288595,0.02079786503254953
-4.197133439032948,0.01712272664873315
-4.194190759551273,0.021762480049840115
-4.193001502449025,0.022207692671756034
-4.191664828836985,0.022501644295386196
-4.1903171496442075,0.023041605037813634
-4.188990743102239,0.02349334671606413
-4.187134887528807,0.023704338838688253
-4.1856683222979,0.024103084736678354
-4.184594735582283,0.02481209545295529
-4.182999104415265,0.025191917952699032
-4.181182433643275,0.025472960881859873
-4.179520601692793,0.025895106208250716
-4.1780657808180175,0.026442320307929656
-4.176354110368775,0.02690054430420295
-4.174444318231316,0.02715863663306202
-4.172859339268593,0.027506917506522184
-4.171191835054936,0.02786020159304121
-4.169162829236388,0.02826090305921681
-4.167587709126772,0.02857438689133069
-4.165982831760435,0.02913379955702176
-4.164002010095054,0.02942523668115349
-4.162176407528512,0.029852245633881704
-4.160516741101889,0.030187678751770784
-4.158406897593808,0.030435192510528612
-4.15674817964463,0.03092308820471167
-4.15338516878396,0.03176448069546107
-4.151339743173818,0.03191065016705577
-4.149717910202562,0.032326977783515204
-4.147880578243749,0.03266261932742149
-4.145736162452492,0.03285275948195902
-4.143867239413313,0.03314766848600157
-4.142260881279523,0.03353094799786594
-4.140438657852819,0.033810484295102194
-4.13857608843016,0.034006335224248035
-4.136815761986868,0.0345848696485974
-4.134849244234515,0.03477660028373937
-4.13285268980425,0.034601503461480464
-4.131088806222393,0.035090914565677034
-4.129527794367994,0.03577933759538936
-4.127711211659361,0.03606601587673433
-4.125901638892069,0.03637118052791521
-4.1241303634426405,0.0366171007414789
-4.12224679603592,0.03676183912164901
-4.120416044927461,0.036959224647125644
-4.118569480761892,0.037198916443747246
-4.116703673354187,0.03766677337781482
-4.1148755510502335,0.03777185475295815
-4.111218281983865,0.03836283081486888
-4.1094101567005294,0.03849828416111843
-4.107491502886085,0.03860947852191628
-4.105711205134488,0.03908328384689782
-4.103870016519463,0.03921141285277815
-4.1020530730291735,0.039445425883650284
-4.100251965678922,0.039616491648088066
-4.098470112881738,0.039818048177025514
-4.096670118572729,0.03999453980492855
-4.094786179570887,0.04011547441429929
-4.092933727133986,0.0401562710717024
-4.091175146246362,0.040427537155908425
-4.089280530103798,0.040524054812136015
-4.087441016662921,0.04072425838360447
-4.085671145307711,0.040619597651234414
-4.083952723468764,0.040970980348399605
-4.082153595818859,0.04101398429269457
-4.080331116418749,0.0411605065309298
-4.078555461670759,0.041297822485448214
-4.0767749834697575,0.04146386792316529
-4.07495827597059,0.041471986378419486
-4.073190345905051,0.04160521506419893
-4.071464852644611,0.04173500850240589
-4.069583008291813,0.04181437457089822
-4.067761333613647,0.041968756684654766
-4.066029620216199,0.04214228549346282
-4.064212616823848,0.04242532094404585
-4.06228704027776,0.04196306264448846
-4.060469546219784,0.04218251355361528
-4.058675682945279,0.042331743574577856
-4.057086893587692,0.042801447474417935
-4.05519944970355,0.04291130619509383
-4.053216989678212,0.04323967159527254
-4.049367360001542,0.042930041576875806
-4.0474442097203225,0.043231811932509384
-4.045641417584055,0.04331619135935996
-4.043892828379137,0.04332899689690753
-4.042153911547925,0.04358019818985862
-4.040306904748735,0.043716625561944784
-4.038487551252809,0.043767195278617464
-4.036636580807065,0.043828239903395586
-4.034941022534208,0.044462275316289566
-4.033274757808949,0.0444383350203688
-4.031231605437029,0.044350841966618405
-4.029485288561702,0.04499845696954464
-4.027559779439179,0.04498460516930002
-4.025929685677495,0.0451033639962726
-4.02383357111585,0.0449005652561547
-4.0220039760394295,0.04503449014303112
-4.020127924369315,0.04515882244364382
-4.0182471076819795,0.04525834725010619
-4.016534648882114,0.04553803303408793
-4.0147810415745635,0.046041407676621904
-4.012962637269007,0.04602530049101965
-4.0112087144728035,0.04597953892533299
-4.009127170278925,0.04581803003367479
-4.007255295981382,0.04631033306474872
-4.005576265717633,0.04628991115558479
-4.003788335627555,0.04628036498099444
-4.0018905298841405,0.04634010680850331
-4.000089142892615,0.046543895600224656
-3.998277029020281,0.046651718680527636
-3.996607674907274,0.047397251053062715
-3.994616790897591,0.04710485681298392
-3.9930283481099407,0.04756379797540648
-3.991095729999321,0.04717391292109244
-3.9893608191437617,0.047257030424357846
-3.987636436979326,0.04742632207265946
-3.9858396666723155,0.047568478892705594
-3.984113643580092,0.04784092957579627
-3.9823169442314437,0.048167234524651874
-3.980789400389752,0.048673537242654594
-3.9789841575500837,0.048824450897984435
