v_cmd,w_cmd,v_ref
0.1249631941318512,-0.9746305346488953,0.04999994859099388
0.14931005239486694,-0.9619503617286682,0.04999994859099388
0.16915911436080933,-0.9528254270553589,0.04999994859099388
0.19999323785305023,-0.686073899269104,0.04999994859099388
0.19999511539936066,-0.45345863699913025,0.04999994859099388
0.19999565184116364,-0.26165756583213806,0.04999994859099388
0.1999957114458084,-0.14151282608509064,0.04999994859099388
0.19999577105045319,-0.0673743337392807,0.04999994859099388
0.19999581575393677,-0.014868275262415409,0.04999994859099388
0.1999959498643875,0.01945626549422741,0.04999994859099388
0.19999612867832184,0.05550021678209305,0.04999994859099388
0.19998998939990997,0.2325115203857422,0.04999994859099388
0.1999824047088623,0.3482162654399872,0.04999994859099388
0.19997107982635498,0.4237542748451233,0.04999994859099388
0.19966833293437958,0.4696490466594696,0.04999994859099388
0.14370383322238922,0.48841068148612976,0.04999994859099388
0.06284580379724503,0.47671836614608765,0.04999994859099388
0.0026998890098184347,0.45049819350242615,0.04999994859099388
2.364651118114125e-05,0.4176505208015442,0.04999994859099388
1.6551084627280943e-05,0.37910693883895874,0.04999994859099388
1.7456108253099956e-05,0.3377014994621277,0.04999994859099388
2.5074677978409454e-05,0.30325353145599365,0.04999994859099388
4.382653423817828e-05,0.27562224864959717,0.04999994859099388
7.581494719488546e-05,0.24840094149112701,0.04999994859099388
0.0005924899596720934,0.22644367814064026,0.04999994859099388
0.009527426213026047,0.21564562618732452,0.04999994859099388
0.03816785663366318,0.2066221386194229,0.04999994859099388
0.07806459069252014,0.19779250025749207,0.04999994859099388
0.1158795952796936,0.19305557012557983,0.04999994859099388
0.14659930765628815,0.19448859989643097,0.04999994859099388
0.18276076018810272,0.18974769115447998,0.04999994859099388
0.19993697106838226,0.17399756610393524,0.04999994859099388
0.1999656707048416,0.15032151341438293,0.04999994859099388
0.19996798038482666,0.118040069937706,0.04999994859099388
0.19996197521686554,0.08372088521718979,0.05561093986034393
0.19992397725582123,0.048342254012823105,0.08965713530778885
0.19984117150306702,0.02074640803039074,0.10630816221237183
0.19962015748023987,-0.008220408111810684,0.10990233719348907
0.19132956862449646,-0.04026833176612854,0.10666262358427048
0.17074254155158997,-0.06717097759246826,0.10087691992521286
0.14500994980335236,-0.08955362439155579,0.09019803255796432
0.1104200929403305,-0.11065439134836197,0.0772000327706337
0.08336171507835388,-0.12929411232471466,0.06734500825405121
0.046350933611392975,-0.14911271631717682,0.0589987151324749
0.008850750513374805,-0.16023185849189758,0.05342620983719826
0.0001485973334638402,-0.16642536222934723,0.04999994859099388
8.440884266747162e-05,-0.16783484816551208,0.053109318017959595
5.631289604934864e-05,-0.16481876373291016,0.05736221745610237
8.81854648469016e-05,-0.15915200114250183,0.06411335617303848
0.00011821643420262262,-0.1551985889673233,0.07265587896108627
0.002243117894977331,-0.1521548181772232,0.08178509026765823
0.011424182914197445,-0.14659172296524048,0.09289040416479111
0.033824555575847626,-0.13731040060520172,0.09876081347465515
0.06040530651807785,-0.12698079645633698,0.10515146702528
0.08877811580896378,-0.11622090637683868,0.1111309602856636
0.1169770210981369,-0.10379447042942047,0.1159110888838768
0.13941965997219086,-0.08501970767974854,0.12025566399097443
0.150722473859787,-0.05659732595086098,0.12387115508317947
0.14967380464076996,-0.02441740408539772,0.1302613466978073
0.143377885222435,0.006246302742511034,0.13484083116054535
0.13932599127292633,0.03099909983575344,0.13425368070602417
0.12964223325252533,0.04775267466902733,0.12995757162570953
0.11692944914102554,0.060007594525814056,0.13448463380336761
0.11246044933795929,0.0692979097366333,0.13631246984004974
0.10775812715291977,0.07412094622850418,0.13297852873802185
0.10779547691345215,0.07542640715837479,0.13624200224876404
0.11327431350946426,0.07601328194141388,0.13837778568267822
0.11790107935667038,0.07515662908554077,0.1349521279335022
0.1272457242012024,0.07293342053890228,0.14660079777240753
0.14258214831352234,0.07426747679710388,0.14846117794513702
0.1588500291109085,0.07673453539609909,0.14882148802280426
0.1669352650642395,0.07414700090885162,0.15528684854507446
0.18078762292861938,0.07100974768400192,0.16294416785240173
0.18901127576828003,0.0685504823923111,0.16272146999835968
0.1925344616174698,0.06492511928081512,0.1705670952796936
0.1942543387413025,0.05999157205224037,0.17369802296161652
0.19371476769447327,0.054804831743240356,0.16999377310276031
0.19445137679576874,0.04932921379804611,0.17502036690711975
0.19407327473163605,0.04279938340187073,0.17416295409202576
0.18908680975437164,0.03796905279159546,0.17585542798042297
0.19053716957569122,0.031450305134058,0.184964120388031
0.18966622650623322,0.022890744730830193,0.18396292626857758
0.1885296255350113,0.013967162929475307,0.18643566966056824
0.18659083545207977,0.004386503715068102,0.19372422993183136
0.18054510653018951,-0.0035053614992648363,0.19735196232795715
0.177940234541893,-0.008520535193383694,0.19992977380752563
0.17481711506843567,-0.009868431836366653,0.19999979436397552
0.17620839178562164,-0.01467966753989458,0.19999979436397552
0.17084114253520966,-0.019078822806477547,0.19999979436397552
0.17413413524627686,-0.022524746134877205,0.19999979436397552
0.17737054824829102,-0.025286143645644188,0.19999979436397552
0.17670615017414093,-0.03020562045276165,0.19999979436397552
0.18098506331443787,-0.03254086896777153,0.19999979436397552
