x,y
-4.580814146970015,1.628044340126678
-4.581039058971152,1.6280164603266547
-4.5807302848707225,1.628023377585454
-4.580812868787434,1.628054887504481
-4.580809596327813,1.6280711816062305
-4.580797112314107,1.6280678048328676
-4.5807807080023775,1.6280203882268647
-4.580782801386879,1.6280273586266465
-4.580988758748721,1.6280302407962612
-4.580727182205094,1.628054602254941
-4.5807779181820845,1.628070360164656
-4.580814491658777,1.6280896844541821
-4.58081868964196,1.628041943263692
-4.580798091735417,1.6280334796658193
-4.580728547394734,1.6280190392370362
-4.580719512106512,1.6280066851079649
-4.580762573884664,1.6280302347481719
-4.580789694989513,1.6280354084046957
-4.580799151673472,1.6280640693231243
-4.580780273418458,1.628085191747591
-4.580775401126131,1.6280857722762736
-4.580802211967544,1.6280788326777622
-4.580788381704219,1.6280576539112683
-4.580717552868565,1.6280053075895076
-4.580714851887854,1.6279460477470522
-4.5806655371326235,1.6278286678610585
-4.58061684886127,1.6277337106919707
-4.580597259543198,1.6276554614317633
-4.580616771372117,1.627591619226656
-4.580651891448115,1.6275156250522083
-4.580642905432711,1.627434254741889
-4.580267435046346,1.6273049469829406
-4.580344425843113,1.627293554079999
-4.580503420692061,1.6272912846135268
-4.580888197560914,1.6273227038581013
-4.580996162007708,1.627233200441801
-4.581031907691477,1.6272061877517898
-4.581199276920916,1.6273327822921528
-4.581238721925705,1.6269673715534456
-4.58120512358096,1.6267814400567964
-4.581220322923662,1.6264742397774503
-4.581323921976989,1.6260642113706245
-4.58188292853751,1.6255273208881782
-4.581933596637519,1.6251303791347667
-4.5820233648392055,1.624848561773159
-4.582316881961455,1.624339355281235
-4.582917359199693,1.623850277917286
-4.58330983952054,1.623376782906
-4.586219793729844,1.6211351049182452
-4.586660294146791,1.620534065906846
-4.586918014504253,1.6198463116436352
-4.5884280394703865,1.6182236663309746
-4.590134870031622,1.615790309926186
-4.591026945759025,1.614562088156901
-4.592430655470624,1.6136634506572656
-4.59372746227269,1.6126746555480993
-4.594410229660997,1.6121980825834523
-4.595028469276674,1.6116528829468018
-4.595477948170437,1.6110280653067561
-4.59614017270352,1.6104578195718113
-4.596838817758229,1.609954465458154
-4.59695565502804,1.6094414992781856
-4.597925868629642,1.6089867859713505
-4.598734768484858,1.6072825249521252
-4.599405674868735,1.6067419269536007
-4.599955441831858,1.6062016497590859
-4.601008395519206,1.6056956231259996
-4.60167983688347,1.6051313180152795
-4.602268073898608,1.6046722108505207
-4.603169874091074,1.6042339091519164
-4.603402164090508,1.6037214050376694
-4.604794405254385,1.6033040249955817
