x_ref,y_ref
-4.213944014441756,-0.05396211100860804
-4.213444014950323,-0.05381113571772067
-4.212944015458786,-0.05366031140212413
-4.212444015967143,-0.053509637910843066
-4.211944016475394,-0.053359115093053466
-4.21144401698354,-0.05320874279808163
-4.210944017491581,-0.053058520875404636
-4.210444017999516,-0.05290844917465043
-4.209944018507347,-0.052758527545596956
-4.209444019015072,-0.05260875583817254
-4.20894401952269,-0.052459133902455546
-4.208444020030204,-0.05230966158867423
-4.207944020537614,-0.052160338747206714
-4.207444021044919,-0.052011165228580736
-4.20694402155212,-0.051862140883473296
-4.206444022059216,-0.051713265562711
-4.205944022566208,-0.05156453911726944
-4.205444023073095,-0.05141596139827337
-4.204944023579879,-0.05126753225699626
-4.204444024086556,-0.05111925154486041
-4.203944024593128,-0.05097111911343677
-4.203444025099596,-0.05082313481444445
-4.2029440256059605,-0.050675298499751165
-4.202444026112222,-0.050527610021372626
-4.201944026618379,-0.050380069231472424
-4.201444027124433,-0.05023267598236214
-4.200944027630385,-0.05008543012650091
-4.200444028136233,-0.049938331516495627
-4.199944028641977,-0.049791380005100305
-4.199444029147618,-0.04964457544521639
-4.198944029653155,-0.04949791768989231
-4.198444030158587,-0.04935140659232362
-4.197944030663915,-0.049205042005852406
-4.19744403116914,-0.04905882378396775
-4.196944031674263,-0.048912751780304964
-4.196444032179285,-0.048766825848645834
-4.195944032684204,-0.048621045842918376
-4.195444033189019,-0.048475411617196595
-4.194944033693733,-0.048329923025700605
-4.194444034198342,-0.04818457992279607
-4.193944034702847,-0.048039382162994415
-4.19344403520725,-0.047894329600952634
-4.19294403571155,-0.047749422091472815
-4.192444036215748,-0.04760465948950254
-4.191944036719844,-0.04746004165013418
-4.191444037223839,-0.04731556842860524
-4.19094403772773,-0.047171239680297794
-4.190444038231521,-0.04702705526073869
-4.18994403873521,-0.046883015025599106
-4.189444039238796,-0.046739118830694704
-4.188944039742279,-0.04659536653198515
-4.1884440402456615,-0.04645175798557433
-4.187944040748943,-0.04630829304770989
-4.187444041252123,-0.04616497157478339
-4.1869440417552015,-0.04602179342332979
-4.186444042258178,-0.045878758450027646
-4.1859440427610535,-0.04573586651169875
-4.185444043263828,-0.04559311746530825
-4.1849440437665,-0.04545051116796406
-4.184444044269069,-0.0453080474769173
-4.183944044771537,-0.045165726249561555
-4.183444045273904,-0.04502354734343317
-4.18294404577617,-0.04488151061621093
-4.182444046278335,-0.04473961592571585
-4.181944046780401,-0.04459786312991132
-4.181444047282367,-0.044456252086902626
-4.180944047784232,-0.04431478265493688
-4.180444048285998,-0.04417345469240308
-4.179944048787664,-0.04403226805783189
-4.179444049289228,-0.0438912226098952
-4.17894404979069,-0.04375031820740649
-4.178444050292051,-0.043609554709320264
-4.177944050793312,-0.04346893197473212
-4.177444051294472,-0.04332844986287854
-4.176944051795535,-0.0431881082331369
-4.176444052296499,-0.043047906945024916
-4.1759440527973615,-0.042907845858201066
-4.1754440532981265,-0.042767924832464055
-4.174944053798793,-0.0426281437277527
-4.17444405429936,-0.042488502404146145
-4.1739440547998266,-0.042349000721863206
-4.17344405530019,-0.04220963854126247
-4.172944055800453,-0.042070415722842425
-4.172444056300618,-0.04193133212724076
-4.171944056800684,-0.04179238761523468
-4.1714440573006835,-0.04165358204774061
-4.170944057800683,-0.04151491528581408
-4.170444058300682,-0.0413763871906494
-4.169944058800682,-0.041237997623579936
-4.169444059300681,-0.0410997464460775
-4.168944059800681,-0.04096163351975263
-4.16844406030068,-0.04082365870635407
-4.1679440608006795,-0.04068582186776887
-4.167444061300679,-0.040548122866022274
-4.166944061800678,-0.040410561563277436
-4.166444062300678,-0.040273137821835336
-4.165944062800677,-0.04013585150413468
-4.165444063300677,-0.039998702472751724
-4.164944063800676,-0.03986169059040012
-4.1644440643006755,-0.03972481571993092
-4.163944064800675,-0.03958807772433215
